path;avg;block;radial;phash;marr;color
/home/breno/codes/cv/hash-similarity/data/original/27014c22-32fb-4748-8ab2-f45ab684fae2.jpg;marr -> d27c3e1e0258fc7ef892693e049f070391249205c0e5b079e3f03b25fdbc1e4ecfc384da6d6db912327ed03fa0fa6c360db6cfe3e126936e07e270783c960b9309c4e070783c1e0f;phash -> 09ef4eb63373cfd9;avg -> 10507e7a5840;color -> d0eda222bc04833ff50ec9d137a6b63e733c500bbc4b4a3e3c55e1660e95333e20176bf0efb982bc2af12a88429a8d3da02c501bcba867bcc9d4ffc016406f3fa625730e6213af3e96630f11de4a;block -> ;radial -> 6aa6ff378f74
/home/breno/codes/cv/hash-similarity/data/original/1431c693-bdf7-47ef-a9af-3f6fff29989a.jpg;marr -> d3723b2d96cb65b3b6f876d93d8ecb6593b69796a6c499e70391b26e69361c0a4cd8b6c0930df49b62ded992d9da16c370f6b25c1e4b93b6c4ec8fc6803e7f1b360b63f1f9fdb3d9;phash -> f9a64ef39cebe759;avg -> ;color -> 6ee327ff0b9e5d3f3851e27fe7333b3ebccf454c141f083ea699bb9cb7fdcb3d6e331bcdfe54b93b9cf6c82c78e0e13c82f35c0d6ddfc23bbafce1375a6b613f29df5b5f0e68753ef9e3e9c1c01c0b3e07fa7019c630e63d889f483683b2e13b331f08d10770283d349951157f0ded3bbbb24aa11cd2513fd3d46ed4c5446c3e8290e0041735e13d4b190f037be3c13d40be1821c8d14e3bc675dc442062f93c4c69db1e159ca3bb76698510e94f553f69cbc27a8e5d753ec51d2ce46b98e93d49fef6f081e8d63dd8a86888b99d9fbb3e0d4f85ae53153db360f19bc631c8bbc25c452f18aa533fd2930ad2ee52c03d3c0ba1acf72d243da2c110d1cc915f3d59d5b8e29790b13ac2c553125cbc45bc18ee3e09998f733a;block -> 10;radial -> 230dff3f
/home/breno/codes/cv/hash-similarity/data/original/6129c041-ce39-42a9-8f99-37f564e9f157.jpg;marr -> 278fe69266c682dac9e3f27c81b1dc92c849e852658db64c92c8d9ec12648db24c924adbfc12648db24c925a4bf812648dbf4492da5b0b936489b2fc92485b1f93649e0e049a485b;phash -> 5d4cab375cfdaadc;avg -> 02;color -> cf214b331f8d723ffe3c9b132410a43e06236bd3ede4363e7a51c36b1f31343e5e9994d3ad0f7b3c2f455c9fc1e78f3dc8e896eaffb23f3cf1e08883de817d3f9e46e8c1321eb43eb90eb657652c363ede76a16ace284d3ec30d494d434ea03cb3c4cacab6949d3d073ecc9f6497693cbc26b1104a2a643f8589b36dc734833e127cac01dab3083e3be0c3e8352c0c3ef38877d7a3a3263c6fd2a0948a5552bd63fedcde97bd04bc6c35a63127fe643f62034abf32f0833e59d162c1e5720d3e6554cd4144f30f3ea838944ab8602d3c72635fcba3f054bd0a5d767da64f11bc06f1e9705a32553fa9139facefbcd13d90f197ed8c7ffa3ccc6309a9f696013d24111798b7b7edb951c42cd6473aa13ba647a1c7cc5d103a4e34aa24f9b0553f13a814863817f53dde70e9adca64313d230365749513373da5d8c5405cee7bba060b6f7d843538bcfcf29d51df9c5dba;block -> 04;radial -> 967f1193
/home/breno/codes/cv/hash-similarity/data/original/3c970a22-dc90-4e36-9517-3154f3ca6915.jpg;marr -> 24fe3b0c9ec743b3d8b0b63b2c9d3f20cdb2e476192d981f641e1f9692db2d96c5c8b7a625993c04b67f61b7b62d81db649e8d65b137248ec2e5b2d86c17f82412c1e5b2582cbe3f;phash -> 02758753b0479906;avg -> ffffff7c10;color -> dc0e599c0704773f849248761b8d883e314e1f501feb183e8d4392af173e;block -> fffffffffffffffffffffeffff7ff01db00990;radial -> 9fda0d
/home/breno/codes/cv/hash-similarity/data/original/55c3579a-a9be-4ba1-a997-13d3c45b1172.jpg;marr -> f8783e1e0e4763b1d8f27834926e472391c89b09c4e641d89c0644937646e371393db3241b8dd6df06586c6c271b0dc9fb4603624c27138de6c0f1b89c6e071fcd81e37138dc3e1f;phash -> 2bf29872fbb626cc;avg -> 0e0f1f3f2f3f773e;color -> 0c0be0e5aef95c3f8b99f5309916f63d058f571de371623d0b6899663df7743d3ab329df7522f13a2acf82f6f8a2733c39e74758f6c9d83a500ba0321cce593f8967e5c7ddd7383e87ce76e0dfcfcb3dd5a2ac4855fbd23d988fbc3d8c25b13b3b9e630dc7d2da3ceb3e7cb3719ba13b127f13f6d5614f3fd6871418ac3a1b3e0df2251cbc84813dd9a52f2b3c26753d31de15e482b7e93a2af811100b4881bcde8eeb8e9dcd;block -> 7c;radial -> 7d5dff5f6ccc
/home/breno/codes/cv/hash-similarity/data/original/1c9496b2-2839-4b83-af40-aa1be81803ad.jpg;marr -> c0e9192d9fc0fec8d9d259097c7e1c9e48c9da4d991f07c8e2484b0392e6cd82cf6248c9e416f6ccc2489e48cb1bb5bc134ec46e484bd86d87e36db722484b2f8d87e3f1f8fc4a1b;phash -> ab7257a45859ac0d;avg -> 1f07717c6040ff7e;color -> 89ea18db8f02813f5988b86d55ca963ebc52da1ed0492f3e1663f4c9c657283e3b055db7ddf063bcbec1320c5c1272bd77560e82f4434abcaebf96;block -> fd02fd;radial -> 9f9777e6
/home/breno/codes/cv/hash-similarity/data/original/87c0b26a-5295-4e7a-b902-4979894356fe.jpg;marr -> 0783c3e0f0783c960f0783c3e3f0f8bc961be487c0dc8e4763f0db2db6268391f49e68db6d7c3a01b1f8fe48dbe049f81c8e43205fd04d8dc365b2f92c964b1b93d964b64b6c924b;phash -> 7ccd023364b366d9;avg -> e7e3e1e1e0e0f820;color -> c4827804fb33863fb659c6875185663ec3e9ce323b8d043eb344c76a8fdb123ee83dfe50d739e33bae8517979e524f3dbafbbc104a65303c9cefd2193fe9543fb79d78d68b8e083e3a9c6e8a9295ab3d999850c03ea2a03dda2221db69bf4d3b18ed7ef8d2129ebc39904b0db792503b46a42fe40968513f04922353d513fb3d86141ad9bca2a43dff08f3991d34a23d40bf031da16c403b60075c5db2f09d3cfe4de549ee76543b9a8f3d739375553f3b9e7ddb4ed8fc3d360dfe9d61afbd3dd2d59d3b29acba3d3d0b1f0261d5733bf2680beca962bd3c022fbf041641853b79a2a3de3e48523f9b3831b679a1c83dc314903f04ee0c3d;block -> 7ffe17fe07fe03fe03fe01ff;radial -> 7f
/home/breno/codes/cv/hash-similarity/data/original/04c33c36-53ce-4b9e-9024-e47120c47000.jpg;marr -> 65b69b2d9c5d9036db24e906c4959ed1b00736ec3485925ed097b49b01c6c666cc9cbf262cc93c92764f27b1b62586e6e4d6496db9b69003f6d6425b2613e425cdb693725967b13b;phash -> 420f567cb907474e;avg -> 401817faf80904;color -> c0ee770596cf5e3fd018725e67a52f3e164f7ac46ed5a43d68fabfd2f33ea13d2ece651b909123bbd02f30fdd990acbc97795537c048543bc252fe767d45693f42d14222418d5f3e827a4e35edb1f43d2cfde899d699;block -> ff7ff33060107f037f03ff1ffffff8ffd0ff;radial -> 77ebcf
/home/breno/codes/cv/hash-similarity/data/original/4737c8cb-aff8-400d-b74c-91f323920874.jpg;marr -> 938d81e0f2fb63b1f493cd9923dec6042fa6f93247784da7636db46c325b3b4e4ed349342df906db46c727492403cd3b324f812d8d26dc69391b;phash -> 1cbc164a39b6562c;avg -> 01f3c1f0fc900cfa;color -> ;block -> 01;radial -> 578cff90
/home/breno/codes/cv/hash-similarity/data/original/614c24d7-34d9-478e-b785-684e47f894a7.jpg;marr -> d268380482d92d4cc9da40;phash -> 0e0fe1d11a1e2402;avg -> ffff430301;color -> 544e1194cc015c3f88a1a0d8f5ca8d3e546f0b3b248bfd3dd5739a76a331b53dee072f93be7675bb806814e33291953c750f62d1af5aa03b2bc70e1e4870613f3a1df1a40631aa3e9ab137fc5327043edb21911b9deed83df83511c95bffa13b891d6283934c2b3deacfb7a7a998d8bbe24fe3167b60533f87b1c9bb1c25203e3f5c88b4d06bd73d4f617e47089fcd3d7aebe7741876a83b20253a51677aa23ced176ab41c4da83b31a51407e696543f06e7552b4ba4413e5cfc534d9e98e33d86fd0b175e8bde3d24a6933234bfc53b4b2a6cf9ea9dfebcccc16325c5dac83b50c634c1552e543f1f61779946ecf13dca4b6eca50f1723d9c48acd234b4773da530f2db0ce7f03aff059ddae72d6b3ce301a6143b74fa3a80307b6fbd6b553f43c96e651936d03d22db11d52f3b343d9e647172ed2c343df08706c064c35e3ae97ea2a378d219bc252551108349783a;block -> fffffffffffffffe3f780f100f;radial -> 6fff9c
/home/breno/codes/cv/hash-similarity/data/original/3c659d69-e6c7-4efa-a2d9-b17599c9369e.jpg;marr -> e306f0da6e27d3d1a4db36d6878da6f369e0d8367f1f8da7c341241f83c7e3f1a4807f241f927a5f4d060ccd26d2127e9a03216c1f360387c7e3f1b8dc0fa6dc09f71279e49c7827;phash -> 694cb358cf762796;avg -> ;color -> 126e162019d0783fc3747f73fa51823e28cc71c653c4fa3dc28f0bea0e61f53df41b1bdd3d17b23b827fc01e072b40bd187656c4b8f1ff3b;block -> ;radial -> 916f55da65a0c5
/home/breno/codes/cv/hash-similarity/data/original/5c4d6fee-4b01-4a55-9bb0-57dbada93936.jpg;marr -> 64db1b24f24b6fb1b46dd25b2c3b4b63f1d8ec74591d836ec781c8db16f901be4366c84bed927c9c33292c4e266d9241e272693c6fb61387c4c3f1b16d37e41d8be6d2593b6f8e49;phash -> 4b4b63096970e4e1;avg -> 3c3f7c107c;color -> 1afd4aa50b0d713f6c848d94e05c853ee1151175cd20cf3df0e4e7178f8dcc3d633e67c5c3a3a7bb08ab0b492253123deb89ae8f756598bb6e36ca90516e523ffa9d31fc5ba3373ed340d17ffc41ad3d8bcf1cbe451bc03ddc92bcccdb7385bbb3e86ac6021ec7bce4a891bd27a6603b0a4164f4c7f1643ff188213dad3e913e08a6d1f253fd173e322b8117130cfc3d05646099a695163cce389b862a1d4d3d772c737b09e3e43b8c3c2d2efbc1673fb1a3d8b42b2d923e61f0a746d80b243e042030266c86123e9c010cac3f7b3f3c97541ff5e3bb633dc8331cc01417013c36d79241e22e553f4ed1da62336bd73dea9efbb6eec7293de8bc0447dcd8323dd17ea9e1cf6a70ba8eadb8587441053c4c4ffee0f370603a78d66204659f573f4a679b2c8481e73d6cf24ffa24c2763d974bc4fb0c175b3d6e5ee707a5eed43a5553c60801fb563ce80c4a8438ba9eba;block -> ff1ffc1fff1fff0ff80ff00fe007e007ff1fc027;radial -> 8effa0
/home/breno/codes/cv/hash-similarity/data/original/8c24305d-772f-4513-be8d-676fa8a51766.jpg;marr -> 65927c1f8f80fcf32424d049733f37c1b72524fe3f1f8ec7e0d76dcb390860703925b649db02d92370db245e49120d88e130383f0adb0dcc07e310f8fe724dd087c0e4f8192c9f26;phash -> 60119cd156e4c70d;avg -> bfbfbf3e1f1e;color -> 17a12985e7de6a3fe922b8f0af4c753ec37208cc7387c83d63fc7e633c780a3e78736d50e09d01bcfb12dbac06a542bd0e22a80ea824f7bb8297e64e14cc753fd49ae0170547b73ebaa94c78f8f9323eb9fa2e21cd664a3e8620630e969778bcfe2f594b6462adbd466f0c71f661993c8d08868dbe2e4d3f07688b721934f83d4e777d36c77abd3d4cfee487a092a13d2998f2fbf703613b5ed31615640ba13c14640f10fe25433bf36d35d3c3d14d3ff0e34acfa49ded3dc594e14a24fec03d978a9b3cd7a8a63de45cdf585a586a3b71be9cb77ebf8f3c98f6956726b0513bf39f54a93a75553fc6e755b21b17ca3dc4080934d982043dcb6b561e5cba2d3db58993072ef2553a66aceb7af30708bc8d882d43afb73ababb421648cb76553f7b116c574f93d43dd2776d5e8abd263d10bdc098cd0a1c3d340460516b1f3a3a5ab88690a28e05bc789951b188704cba;block -> ffffffffffeffe7fff7ffe6ffc4ffc07f407e804e006e00440;radial -> 99ad54
/home/breno/codes/cv/hash-similarity/data/original/48c8066e-112e-40f7-aa6f-e8f7481ec68e.jpg;marr -> 934906e4925b6eda6cd8693c0c96cb2693b2b2693c0c96cb6f64b79269348c96cb65b64bda693684964b25b6db934da4c492592db6dbdb4da4c490792c92db9b4d84e4b0f93c9259;phash -> 2805c62882418752;avg -> ffffffff7860;color -> c04fc205438a5b3f315635837dd68d3db87324821c11433d8cc7af10486a633d60fcc794ec3eb4ba3a8a1acce9551bbc66a43f43cc09c5bae9917fed76a46c3f3decfbdc1599b23ec286a6b058ab143e6efb5e7a6c25253eb88426f01567533c88807870fc8d85bd430a8c33395a223ccdce1c512e97463f476594125166e63d486b4fb5479e613d8d8f27cb8a33543d814992b2dc8fc03af1d05932814a4fbcdd373d5bfa8198ba9e4c11a81128483f2dcc26cc9d8ff53d8d41139d2894813d45ae72581fef763db451b23e9129043bc6d074fd3ff477bc12fc7c6bef19d6baf4d30a3ae860573f2387d10dbd7cdf3d67f4b482854a903d05dab7e92b578c3da74f6bc9c9d32a3b3c26194114dd6d3c8448b760bb1af13a917e2bfc77d0533f0df82bacc9eac23d3b81e7878818733d688660401bc3723df64bcf756a2af63a3db6af28ac1a59bcb219e92cbb85b2ba;block -> fffffffffffffffffffffffffffff87fe01fc007;radial -> dedb
/home/breno/codes/cv/hash-similarity/data/original/2308c2f6-7e2b-44cf-87e2-411dc2d81fca.jpg;marr -> 24ed1bcd9db03cbfb664edb6c5bf870d8db224ec0925bfa7e3f3b624fa1b3b0e0727f1d025a58923a1f81c0e0f6df2092d2d369993b66dc999292ec4dc89c86c3649e669981e6e4f;phash -> 3847857b5709c7b3;avg -> f070c2;color -> f89a49;block -> ffff80cf;radial -> 9450
/home/breno/codes/cv/hash-similarity/data/original/222c331f-987d-4e76-a00b-81ff9a5e3cbb.jpg;marr -> 0787c37b01b02c6dc8078da06179192f6c4b24ed83eb61797e06db23324773664f9036d91b8fdb3c81b89e4e1f3a6c389070dacba039f061bb2f4e08dcbcf80f8dc93c8e44cb49c0;phash -> 162cb5325354ce87;avg -> 4f41a60f0f1f9f87;color -> 6c358e3f87d4743fcbf07f152ad1863ee8f635ea38b1fd3dc0af6db30754363e287eadff1bd24e3c5a459e9c0b5f82bd59e11874dc3a60bcf881bd8c5a22593f9cf885f6d50b793e2ac9011cc26afd3d54e0da9e1820f23d2c347a02c0e0d53b619d0ba20d661abdebd472e98294f9bbf428cc908137533fe48e85d40859043ed58f6f361d2bac3d4721347273a4cb3d51f5b9b2df17983b150fc2f139b2b83ce31054c7815847bbb84cf8e37df8543f315a80a1d0bb113e26fa851ece7bb43d6cde7deab123d73d1ad3a66fb203aa3b76a40666da59e83c4c0d79549ebca13bea5e0ae47c0e543feb80d31dd58ce63dee3da00e94f64e3d0933a47a63c37e3d39c64907b525e83af436c30c1d47793c54221d5e6228f13a182341788c12573f8c9d9eae458bf93dc83bd903ccd5693df8fb1397ff5d823d9cdcf2675e01093bd03b6ee273b482bc80fecc1cc1c59bba;block -> ef20c720c7301f701fe01f;radial -> 3168fe
/home/breno/codes/cv/hash-similarity/data/original/3c1346fb-a4b9-468f-8006-64254626b386.jpg;marr -> db69368076ded0b24bdb69349696dc9e5ef4db49348696cf67c86b9b49a4c494d32524bcdb49a4c1b4912d93279b49a6dd86cc9392db9b49a6c496486c9ac9db49a4cd824b666cc9;phash -> 21c30e38e2ef1be4;avg -> ffffffef401040;color -> aefe63876ea5623f763c2972dc28f03d2bad713949c6b43d535d946fbf3ad73d66f0cf6f2977af3b6fc1bfac2271bdbc8c1d690afcd584bbabba60ae6a10653fcc500accf46b813e540d72b8fba0d63dd43a25;block -> ff0fffffffffffffffffffffffffffff20fc80338003;radial -> bb
/home/breno/codes/cv/hash-similarity/data/original/2080363c-2e7c-4571-b177-78ddb7d3a11a.jpg;marr -> 1f8d86e070383cbf249b6dbb0c8e4725ac1bfc7e249e4f0327409bd341c0e0f1391cb2dbe070391276cec0d9d9e070e99f86232f645be0125361fdb36c4ec90796db266dbb6c4e5f;phash -> 65b5b4a9abb36649;avg -> c8d81e86272474c1;color -> 68a030bf8278853fadc5162f87777a3e1af996b46aad263e9cc908493e82193eb31c939b86ca423ce40e8ecf9e74403d3d4a4598ef8b433c7220f7e4bb60583fe5bf73cfad9e283e34b4;block -> ;radial -> 691631ff63
/home/breno/codes/cv/hash-similarity/data/original/1428434c-ecfe-4591-a00e-329f68965f4c.jpg;marr -> 319bc37d9920da1337e44c84e5b2f323c8c913f9325b06d127c8c8933636858d8323e0d99a0e05a241f8dc4e4725e90bfb68312d2de40bed3ca342487fb01f0d9f24b0f85da66edb;phash -> 1b668e234db64333;avg -> 2961903001a82b34;color -> d67676b0a96b6f3fda2bcf4ff6b4653ee0c116b8c0c2d63d4631b77d8cc4ad3d9c9a3742510a78bb;block -> 7d0cd81011;radial -> 6952cf5626791c
/home/breno/codes/cv/hash-similarity/data/original/319cacf6-a7cd-406a-a521-8327f98f47da.jpg;marr -> da6d07e3fd26c3b0d8da6939236f878391c9696c26da4f27e383e6cb49b69d8d036fc9f8db6926d2605b6c27279b5966c371f86e6fe85bc924da41b45cb60f1bcda4c279306c4e0f;phash -> 99ce663799cc6633;avg -> ;color -> 14eac9eca6db5b3f290583a462720c3dbdb33f317cb42a3cc9f7bcaa4d061c3d8e95246bc885cb392e15097fcce09c3b30aa8c0de3c2c3393276db57b5f4463f0a7dff417f5e703da626c475c319033d82719fbb17c8013d27a184fedebbd1b95ee1863902cdb33bbf422e539173143abf9c9a485da37a3f828013c2dd4edd3d816b84ccfb309e3ddc4421f34ebace3d7728c91b7b3692bb72d80f9e33c0b63c469dc2838a9883bb9a8c5e9e7f53873f7b4b9e37d967153ecb04bb345229e33ddd8067dd04d50e3ef0d8a917fcee12bc9631a978e3e5123d1de4b67ce6900bbcc194493012ac563f1c08223abc77ad3ca3eb98b1ddf7023c7d652a789bdac63c60902afdb04d373912d50a5e1a84163ba84a50940c7a32394b40606ad06f543f9e48b1f2d109a23c70c0bd52413dd33b113699cfb19cb03c4d1aea516ee8f538a6b05bf0cc71e43a82fd109c14f8fd38;block -> ;radial -> 9adbff
/home/breno/codes/cv/hash-similarity/data/original/286449cb-25eb-44dd-b959-4c447582fbbf.jpg;marr -> d269390c96cb65b2d9d269092cb2592492499349806072687d79a293499be59da7d346db93098b61f2f681b2d99b09db3c8dc03c4e379b01c93d8bcfe3910b9389c1e1f2596cb65b;phash -> 8e277999e6368c66;avg -> 7fffef070f1b1304;color -> 7a33ee181b4e753fd26544e48897503edea84dcb23deb73dbfaf38ea8e6ef73d0150b782fbdfd3bb6f04f6bd7bc6213d3a1e59b3f25cdcbbe7bacd5052dd573f81a9cd87a5954c3e4f221f8f5f51ce3d17620bf6bebbba3d572918fa4a6b90bbeaf9ca211f5ae4bc937aa4abb01d6dbb0e5757415b40523f612c6ae00a3f1a3e76823a885e3dc03d508c2207ce68b03d5f8d68c029cb73bbd82a851a906bc2bc5e337d7925fc69bb389e70b3d7b6543fe1a589372a61283ed0e116c0824ccc3d66d063b5cb23c43dc8a4c07b9a0a9cbb5cb33a72cda1dabc2812954cf19a85bbf22aabb00c2a543ffdaf623977a8f93d7a9eb54c7b115d3d6d074cab24f1653d363f74a24c3ed6bad66561913cb86b3c07f7a198377ec4baee71768401d7593fac6bea2482cc2d3e0d8a28f7c3d1453db8cd1355f1b9793d66ffee15df77e9ba06032a0f8570933c8a2b30ab518cd1ba;block -> ff3fff7fffffffff3ff83fe0bf603f;radial -> 5cffc9
/home/breno/codes/cv/hash-similarity/data/original/7cbc5a47-f002-4c74-b36d-587454480894.jpg;marr -> f87c3c0d96d81f81d8f8783e0c96db6c6fe4f87c3c0d9f07657136f2783c0c80fbd381d8d269349c081a581e369349a4d2668683874f9349a4d260d8fe4e3f1389c4e276d8dc4e27;phash -> 39c71a6cc71de23e;avg -> 7cfefffe34287878;color -> bff117554c36833f9c2b3306f996b03e8532f291427e493e425726372c871a3e12a6fca5d41c40bc7385221e1b2c79bdec98d5bf9b675dbcfd5b7069e602913f02c332c0da7de33e64f62e4a8cd2733edd0c5bf0907fb03ec213d492368347bd9ed0ad2a96b81c3e7660cf4d01f34cbd30d4366b08c0473fbcb55379c5f9d53d8ac42d1281b44a3d2eac817b3093453d2fd3ae9dc0ae9fba5cdccecbfe3237bc240b03cf747b7a3afa459d85c2f9473f515192cf3c7adb3d78106a233185513d9cab1733956b503d75b15a9d8e06b1baa252f947f43444bc1e1098600efc8c3ad81dde243e15553f1697f74913a09b3db7ac814f390a233d0e1ee37dc098313d2cc69ff3333969baee8f0e136e20063c026f2442f5665a3a72a91faa2ecb553ff6b052df0967b33d2772c3cc96d2223df6d24cd9a2ed423dd90bf71b4a8782ba58cde02005c91fbc6e472090e6ec783a;block -> f07ff8fffcfffcfffefffefffeffe0ff207b201d201c801fc01f803e803c803f;radial -> a859
/home/breno/codes/cv/hash-similarity/data/original/9cc408e3-ba32-4166-a6cd-b2d41641cbd7.jpg;marr -> 3c702c46c6cf63a0d98345c589b99498924fda7c3a16266e67969bfc7e3f0e9c94d0d86d1381c0e0763e4bc049f270381c0e4763f0389b89c6c2f21f01b2d91b89c0ecc1c83c9e4b;phash -> ad69eabbde7fdeff;avg -> 6064f0f0f0f0d080;color -> 2a730d39399e643f9609702ce7fc7b3e66a6ea5c5064023ed8abc342fc50093e6ea45b35b63c203c0ca990;block -> ;radial -> 7261ffa0
/home/breno/codes/cv/hash-similarity/data/original/9cc32ecd-a4c2-45c1-8b35-e13d9eeed616.jpg;marr -> 9388c6e371389817c8fc7e3f1e0e44d88e471b89c71b4e4b6f69c8e46d06d49d93666d26e44db484d2fb63624b03b1e6e134d83c6e1b9387c7e26e44d9b6f8db71331f;phash -> d38a4eceb169f9d3;avg -> 101238dec511868e;color -> 685ef1a1ae0f6c3f5c24327d2b1a703eb2c713f5bccad13de03655fde0;block -> 0802080618;radial -> 7aacac
/home/breno/codes/cv/hash-similarity/data/original/6450ccd9-24d4-4539-9dff-1a95e0538424.jpg;marr -> 6476371c1c1fe34cd8f24e7b0d8e1f27c1f8e07c096c8ec723e13613cd9b0c90587f61c09b16c97c92de6ccd24d332d36c92fb4fc81f9bc9c165f2592e6c5f5a02c1e37f216e6c0f;phash -> 200187145558c2a0;avg -> ff7e7e3680;color -> 34040544dd6c683fa590bc5a81895f3e5bcd56d0e102dc3d91408effade9fc3deee7c02f39bae4bb960c7968ec1d22bdc8891a952888f73b38641ee8a13c693f95fb536b3a78b53ea54827db09b8fa3d042f224672560a3e6b3da011b5270fbcd43395ef533e6abd2a6eccc9f2a81a3c783be34cb7bc533f076f18814b8c563e8ad232c00924f33d5693a9c42be2dc3dd5e3079f2938d53b1a98506b46e8103d2b06da43519a783b0aa684e2d53d543f162772a98298573ed32806fa52f7f73dfab2f57ef892e13dbfe609dea7d9df3b35e3d0134d0c153d937e74af9ca3953bdc75ef5a0d8d553f8012bcb574e3cc3d3f2c93a5de7f243de88840126802263d80f2f7f01659ed39253410cfb53f143c7fa177f0ce375dba82e5df0a5b15563f1851a32e99b0ad3d4bdcb92ddf81263d0e84d55b3506663d20ff9ae5a67ea4bad0a1a1500c66243cb305f97e2ae2bc3a;block -> fffffffffe7ffe7ff83ff81ff01fe007c00140;radial -> 8d38
/home/breno/codes/cv/hash-similarity/data/original/79cced3e-895f-4de4-8693-c383cff2f153.jpg;marr -> da761b24964b6492496dcdada491fcdad24964b2e48db6cc9648d9b276e6c5b2497a6c5b933276cdb07b6f6cf6e030380c8e;phash -> 6e354618e9834c33;avg -> fff3ff7939612761;color -> ae25d9087e91713fdec4f96518f4833e5604e0d29144f33db446da8c9fafe23d63a3421fb9ec95bbd69f6f1bd588213d6a0f61f8254fdf3ba6f6907a89d3753fe46f7a651d75b93e24d77f5687af4d3eae5683f561205a3eec551d8bd612bb3c82;block -> fbffe3ff03ff0ffcfffdfffffffffb3fe33f830f03040f043f0cff;radial -> 97e73efe2b
/home/breno/codes/cv/hash-similarity/data/original/7246cd0e-1104-4e9a-9424-ba6334e25aaf.jpg;marr -> 7949a4cc9da7c06c1f258d936c96c4dc7f499a62537357a313e45b9bb63e9a433b49b7a299b2f6d2425b2597d632725b23c1b96c3fc91e07fe83f27d91b6f80383f4b37e189d6ed9;phash -> 5a7944c9b236ea5d;avg -> ;color -> 89260ce681d27c3f38b0ee4f8d1f833eda1ebd92c48f113e2b9961a9f7d4193e0612b4ad0c15413c6e3c233304445b3d9e8d75fe9c420fbcecd28dd71f695f3fbbcd2846b930e63d4de6f9dd;block -> 044643082008100801;radial -> 75dbff
/home/breno/codes/cv/hash-similarity/data/original/1ced458e-3702-408b-9642-3fe1748de595.jpg;marr -> d2793e1f0e4367f1f8fe6d3c1d8e41201e49da74392c9ec924bfc8db3659249e497be0c99b1206e272de83924bdb099923fdb4b5b3c8964dc0edb4b89b92599349a4c4f25ed89ec9;phash -> 7973ccccb6b66e66;avg -> 0c387810;color -> ;block -> ;radial -> b6ec
/home/breno/codes/cv/hash-similarity/data/original/58511cfa-6c1c-4ade-a67f-dee710a91141.jpg;marr -> 646c3b324da49493c8da320fb24d8123c8d0d26d1b62707c962e27da7c381f0cdfc227d0fa78282d86cec1372dd007c1e972d8d9a5a00589c1f0f7b6d9b76c60723b1d8d86c193f4;phash -> 405927f78e28bd46;avg -> bffe3878c48da6fe;color -> ;block -> fffffedffcdff8dfe09f808f809f809f0886;radial -> 64a3ff34a5854d8284
/home/breno/codes/cv/hash-similarity/data/original/2cfe7bea-dc76-4563-9844-4861dc1cc9e9.jpg;marr -> 24cd9b65b2de6093262f691b64964ede4bb2db6d9b65b24f934cdbda4b092c9b278368d99b5b0965b4da5b2449d9490b25b6ded80e646dc90904925f2361266d83496c925ed81eb6;phash -> 8a43a90128122c02;avg -> ffffdb;color -> 50b4c1665747613fa8680d98b1f3843e5c9bf80b649adc3d4873;block -> ffffffffffffffffff47;radial -> dbfa
/home/breno/codes/cv/hash-similarity/data/original/03918d72-a3bc-4e30-aa91-e26027ba4bf6.jpg;marr -> d212db24f6dc99b3a925bd192b624cd992d97e6d093e4b26d899d9d249ad1b0d9e6e4cc99269097c026b6f48d9949256d250d8da4e24b696e161f2fed24d3624e9097d0f87836593;phash -> 58af25d6788bb431;avg -> fffffeb994817e38;color -> 181016dd5a7c643feacfd6126b44653e9c229da176630f3ee569395d56d30b3edc2617267963293cbc66955c886b3ebd77926e0ad6cfff3b83955bba880c683f70387152cd78953e04b7c35fdad3103e9a631950d6e7fd3d892ab7f4c9ea12bcb0b744f5fe7c3c3d969c84c6cb1202bcacb511eb7725513f56cbabaa9408463e07440c11d435c03d05c4855715c8ac3dfaca9945f0c4693b243ceaf2fa3fc63c9431437b84146dbbee59d915e023523fa6c082081cfd4c3ec2cf3f438636c53daf82ecd4ea9db03d12c589ec0286713bdc103e1e558ecc3cbad83bf5964a75bbbcb5a507fb07563f1c90ea56087ae63dd48fd2549d6e733d4449368885d8813d76f554f12bc6043b28385f0d79fd37bc7ab8524b3cc4043b631ab7fba2ab553fecb4496c1cc4ca3d9fe2b3ed8d46863d99f413639e53833df417b4688ac7183b7b1611778dc5603c14965c6f0410eeba;block -> ffffffffffffffffffffe03f801fa01f;radial -> 3610ff04
